Independent_Variable,Dependent_Variable,Correlation,P_Value,Sample_Size
Age_x,Right-Hippocampus,-0.5415837331587132,1.1930494719882953e-30,384
Age_x,Left-Hippocampus,-0.5255291713023978,1.1924721106769791e-28,384
Age_x,Left-Amygdala,-0.4919329473882377,8.556167045871277e-25,384
Age_x,Right-Accumbens-area,-0.4602140510524819,1.5901167857522827e-21,384
Animals_raw_x,middletemporal,0.48095084157695495,8.537195027376388e-21,335
Age_x,Left-Inf-Lat-Vent,0.4395517575457918,1.4279291127466689e-19,384
Age_x,Right-Amygdala,-0.432556098920604,6.115079356780375e-19,384
Age_x,Left-Accumbens-area,-0.4245023700601228,3.131301561155576e-18,384
Age_x,parahippocampal_rh,-0.4181844219730767,1.094013347369408e-17,384
Age_x,Right-Inf-Lat-Vent,0.41316035927606976,2.903713292662427e-17,384
Age_x,WM-hypointensities,0.4123948261771574,3.364545623538508e-17,384
Animals_T_x,middletemporal,0.42053129909198184,1.732244018257354e-15,328
Age_x,Left-VentralDC,-0.382109602321586,8.506587627528614e-15,384
Animals_raw_x,inferiortemporal_rh,0.40439682945336963,1.3019273147423367e-14,335
Age_x,entorhinal_rh,-0.3794056191311084,1.356760443239367e-14,384
Age_x,Left-Thalamus-Proper,-0.3788767303914386,1.485731720065796e-14,384
Animals_raw_x,Left-Amygdala,0.4004161449583349,2.4840388404858103e-14,335
Animals_raw_x,middletemporal_rh,0.3999667983499237,2.6705123671610955e-14,335
Animals_raw_x,inferiortemporal,0.3993564018977326,2.945925339564377e-14,335
BNT_totalwstim_raw_x,superiortemporal,0.3979337574771414,3.105299122826407e-14,337
Age_x,Right-Thalamus-Proper,-0.37374652015339244,3.554513002924379e-14,384
Animals_raw_x,Right-Accumbens-area,0.3957860601597455,5.2096505612341506e-14,335
BNT_totalwstim_raw_x,middletemporal,0.3881069567047559,1.4694159653213734e-13,337
Age_x,parahippocampal,-0.36488738460234404,1.5465814372756857e-13,384
BNT_totalwstim_raw_x,fusiform,0.3872247179393562,1.6852206667041774e-13,337
Animals_raw_x,Right-Hippocampus,0.38514406999992046,2.737111959386911e-13,335
Age_x,middletemporal_rh,-0.36054021680264503,3.13044567410177e-13,384
Animals_raw_x,superiortemporal,0.3836324630666792,3.4477503487072906e-13,335
Age_x,Right-Putamen,-0.3595616186531113,3.663562056700861e-13,384
Animals_raw_x,fusiform,0.38259659155258785,4.035828752768992e-13,335
Age_x,Right-VentralDC,-0.35250391791646196,1.1209293039877309e-12,384
Age_x,Right-choroid-plexus,0.3511936148231266,1.3753853350660683e-12,384
Animals_raw_x,bankssts,0.37385094188758006,1.4922360044783195e-12,335
Animals_raw_x,Right-Amygdala,0.37258815620744123,1.796546790214981e-12,335
Age_x,superiortemporal_rh,-0.34702041928795135,2.6221570259881724e-12,384
Animals_raw_x,inferiorparietal_rh,0.36966179261579163,2.7534677235362343e-12,335
Age_x,superiortemporal,-0.34457363607101643,3.811011173015116e-12,384
Age_x,3rd-Ventricle,0.3445715932430006,3.812195849739242e-12,384
BNT_totalwstim_raw_x,entorhinal,0.3654785923407913,4.347209130342914e-12,337
Age_x,Left-Lateral-Ventricle,0.34194489382551885,5.674467598947484e-12,384
Age_x,middletemporal,-0.33928820730834963,8.452840398801188e-12,384
Animals_T_x,middletemporal_rh,0.36485317432927117,9.165095960723778e-12,328
Age_x,fusiform_rh,-0.3370136304143576,1.1854408042419434e-11,384
Animals_raw_x,lateralorbitofrontal,0.35834426894776983,1.379218199003548e-11,335
Age_x,inferiortemporal,-0.33511913189268155,1.5678288806438272e-11,384
Animals_raw_x,Left-Hippocampus,0.3567594010754256,1.7196542737442793e-11,335
Animals_T_x,Right-Accumbens-area,0.35847376980643275,2.2145543608711758e-11,328
BNT_totalwstim_raw_x,insula_rh,0.35352636372761054,2.3442874851655714e-11,337
Age_x,Left-Putamen,-0.33214736963287317,2.4215431179036924e-11,384
Age_x,Right-Lateral-Ventricle,0.3314223720864,2.690561730214235e-11,384
FAS_total_raw_x,superiortemporal,0.35160417547303224,3.0539976474253475e-11,337
Age_x,bankssts_rh,-0.3274013367804892,4.801869824980148e-11,384
Animals_raw_x,parsopercularis,0.34905519360584386,4.9392284067642556e-11,335
Age_x,inferiortemporal_rh,-0.3270879404951622,5.021839521452342e-11,384
FAS_total_raw_x,precentral,0.3458734988538598,6.648314110270446e-11,337
Animals_raw_x,caudalmiddlefrontal,0.3456527080543892,7.800042875371827e-11,335
BNT_totalwstim_T_x,middletemporal,0.34568151233547467,1.0080448377060491e-10,331
Animals_raw_x,bankssts_rh,0.3433843210427519,1.0545539399752763e-10,335
Animals_T_x,inferiortemporal,0.3467046743782549,1.0717318951013456e-10,328
BNT_totalwstim_raw_x,lateralorbitofrontal,0.3422895803854837,1.0728397754170501e-10,337
BNT_totalwstim_raw_x,entorhinal_rh,0.3416034208012584,1.1749578301454717e-10,337
BNT_totalwstim_raw_x,inferiortemporal,0.3411312104663483,1.250665517963651e-10,337
BNT_totalwstim_T_x,superiortemporal,0.3436779811052084,1.3117860885887433e-10,331
Animals_raw_x,caudalmiddlefrontal_rh,0.34125747618804125,1.396085418476142e-10,335
BNT_totalwstim_raw_x,parahippocampal,0.33796506452538577,1.8958107296187276e-10,337
Animals_raw_x,Right-Thalamus-Proper,0.3367127264032614,2.524596134465788e-10,335
Animals_raw_x,Left-Thalamus-Proper,0.336459709227334,2.608510606101362e-10,335
Animals_raw_x,entorhinal_rh,0.33520946380970373,3.0646017141096036e-10,335
Age_x,entorhinal,-0.3139854838113366,3.121648387120202e-10,384
Animals_T_x,caudalmiddlefrontal,0.33747970864143795,3.5259491129251595e-10,328
Animals_raw_x,superiorfrontal,0.3335273661833645,3.8021820587873705e-10,335
Animals_T_x,inferiorparietal_rh,0.33464937079772755,5.041617881585153e-10,328
Animals_raw_x,fusiform_rh,0.32959841585942456,6.260288902135223e-10,335
BNT_totalwstim_raw_x,superiortemporal_rh,0.3281760089518833,6.660552622403963e-10,337
BNT_totalwstim_raw_x,Left-Amygdala,0.3276919010526752,7.079457705118843e-10,337
Age_x,precentral_rh,-0.30753723313100484,7.429235205125472e-10,384
Animals_raw_x,inferiorparietal,0.3266463904225028,9.063426119085418e-10,335
BNT_totalwstim_raw_x,medialorbitofrontal_rh,0.32495625369835757,9.972801445904563e-10,337
BNT_totalwstim_raw_x,Left-Hippocampus,0.324541765370728,1.0501125554558517e-09,337
Animals_raw_x,Left-Accumbens-area,0.32458101790686245,1.1713923664144351e-09,335
BNT_totalwstim_raw_x,Right-Hippocampus,0.32260309362658585,1.335501170806432e-09,337
FAS_total_raw_x,middletemporal,0.3225461866150027,1.3449243686420345e-09,337
BNT_totalwstim_raw_x,lateraloccipital,0.3218146799355076,1.4719509883213235e-09,337
Animals_raw_x,superiortemporal_rh,0.3226837786382931,1.4801490008962374e-09,335
BNT_totalwstim_raw_x,inferiortemporal_rh,0.32164730665675645,1.5026116648151364e-09,337
BNT_totalwstim_raw_x,parahippocampal_rh,0.3215202760045466,1.5262947867486751e-09,337
Animals_T_x,Right-Amygdala,0.3253807878382082,1.585479622178724e-09,328
Animals_raw_x,precentral,0.3219756336321795,1.6145385235769243e-09,335
Age_x,fusiform,-0.3008683464233889,1.7818647802606747e-09,384
Animals_T_x,Left-Amygdala,0.3239338181503233,1.8894818864287713e-09,328
FAS_total_raw_x,Right-Thalamus-Proper,0.3197170589845263,1.904172052769059e-09,337
Animals_raw_x,parahippocampal_rh,0.32051862238318063,1.9292886380894587e-09,335
BNT_totalwstim_raw_x,fusiform_rh,0.3192103096040539,2.0257657600796156e-09,337
Animals_T_x,inferiortemporal_rh,0.3226015349253441,2.218868951864856e-09,328
Animals_T_x,parsopercularis,0.3225687606057675,2.2276357977390514e-09,328
Age_x,Left-choroid-plexus,0.29877227256155686,2.3351343243752533e-09,384
BNT_totalwstim_raw_x,middletemporal_rh,0.31763773671705364,2.452988040680883e-09,337
Age_x,medialorbitofrontal,-0.2979977117577217,2.5791139979453833e-09,384
BNT_totalwstim_T_x,fusiform,0.3185898171400438,3.038209623860171e-09,331
Animals_raw_x,precentral_rh,0.3152943287536537,3.625401004151812e-09,335
BNT_totalwstim_raw_x,Left-VentralDC,0.31276952873856895,4.4047940153080535e-09,337
FAS_total_T_x,precentral,0.31507430363098105,4.614079810343371e-09,331
Animals_raw_x,rostralmiddlefrontal,0.31237500989154254,5.130428867679023e-09,335
BNT_totalwstim_raw_x,insula,0.31090092458282625,5.499141972764353e-09,337
FAS_total_T_x,superiortemporal,0.31326427621516184,5.709534635552988e-09,331
Animals_raw_x,entorhinal,0.3113361905822791,5.799899852379921e-09,335
Age_x,lateraloccipital_rh,-0.29125978509572,6.046863399653817e-09,384
Animals_T_x,Right-Hippocampus,0.3135453626501209,6.480039561095565e-09,328
Animals_T_x,fusiform,0.3129114117138809,6.97558237151414e-09,328
Animals_raw_x,Left-Inf-Lat-Vent,-0.3095109689141788,7.186425529833634e-09,335
FAS_total_raw_x,lateralorbitofrontal,0.3079505952556752,7.781981974847706e-09,337
FAS_total_raw_x,precentral_rh,0.3066661894832069,9.04105624669536e-09,337
BNT_totalwstim_raw_x,lateralorbitofrontal_rh,0.30651647201013504,9.200057621998281e-09,337
Age_x,bankssts,-0.2876304617322455,9.481793422457493e-09,384
Age_x,transversetemporal_rh,-0.28678741756660503,1.0516599354205503e-08,384
FAS_total_raw_x,superiortemporal_rh,0.3050831796919251,1.0865717098434604e-08,337
Animals_raw_x,superiorfrontal_rh,0.3056501302839568,1.1255018637211866e-08,335
BNT_totalwstim_T_x,precuneus,0.30670310518644983,1.2211905023535308e-08,331
Age_x,lateralorbitofrontal,-0.28550502791151977,1.2303234750460507e-08,384
BNT_totalwstim_raw_x,transversetemporal,0.30337248232116054,1.3237439884719017e-08,337
FAS_total_raw_x,transversetemporal,0.302076263070017,1.536054859902009e-08,337
Animals_T_x,superiortemporal,0.3050783348123798,1.7093369213630532e-08,328
BNT_totalwstim_T_x,entorhinal,0.30297827055023474,1.8648754080445907e-08,331
BNT_totalwstim_raw_x,precuneus,0.2990390678344045,2.1704075883438312e-08,337
BNT_totalwstim_raw_x,lateraloccipital_rh,0.2989210331551565,2.199586684652154e-08,337
FAS_total_raw_x,Left-VentralDC,0.29885831640144944,2.2152446104763777e-08,337
FAS_total_raw_x,postcentral,0.2985565478098222,2.2921027650881623e-08,337
Animals_raw_x,Right-Inf-Lat-Vent,-0.2991762365342866,2.3536991153266897e-08,335
Age_x,precentral,-0.27983155290967504,2.4400674630000544e-08,384
Animals_raw_x,parahippocampal,0.2984731904816821,2.5472694886565885e-08,335
FAS_total_raw_x,caudalmiddlefrontal,0.2969502919841229,2.746575007969309e-08,337
Animals_raw_x,posteriorcingulate,0.2966844477855237,3.111650904112777e-08,335
Age_x,inferiorparietal,-0.2772471350310081,3.316391145140318e-08,384
BNT_totalwstim_raw_x,Left-Thalamus-Proper,0.2945960231644382,3.5732546357100416e-08,337
Animals_T_x,lateralorbitofrontal,0.29818428059384117,3.6817462384866916e-08,328
FAS_total_raw_x,inferiortemporal_rh,0.29352780398776424,4.0232259780652635e-08,337
Animals_raw_x,isthmuscingulate,0.29433345449935533,4.0394916268246035e-08,335
Animals_T_x,bankssts,0.29722038481322943,4.092167139571928e-08,328
BNT_totalwstim_raw_x,Right-Thalamus-Proper,0.2927312825314702,4.393857435299321e-08,337
Animals_raw_x,lateraloccipital,0.29346564250404067,4.445333882414542e-08,335
Animals_raw_x,Left-Putamen,0.2927716299687781,4.7979476778189056e-08,335
Animals_raw_x,Right-Putamen,0.29244145665938415,4.975032831199777e-08,335
Age_x,inferiorparietal_rh,-0.27291141391164364,5.510156215130067e-08,384
FAS_total_raw_x,rostralmiddlefrontal,0.2903171559454494,5.72961758968596e-08,337
FAS_total_raw_x,superiorfrontal,0.2901881882327071,5.811040830055627e-08,337
Age_x,transversetemporal,-0.2711326527265079,6.768896662165369e-08,384
Age_x,lingual_rh,-0.27100073052087625,6.872571791396062e-08,384
BNT_totalwstim_T_x,middletemporal_rh,0.29096889579915236,7.015607718707108e-08,331
Animals_T_x,Left-Hippocampus,0.29199224382547917,7.21082349864183e-08,328
BNT_totalwstim_raw_x,temporalpole,0.2878529300918932,7.49363816279476e-08,337
Animals_T_x,Right-Thalamus-Proper,0.29154261063698217,7.566838523857353e-08,328
BNT_totalwstim_raw_x,Right-Amygdala,0.2874629461191028,7.816970294861042e-08,337
Animals_T_x,rostralmiddlefrontal,0.2907745393915466,8.214534818868387e-08,328
BNT_totalwstim_T_x,medialorbitofrontal_rh,0.28936522332271636,8.335220650658818e-08,331
FAS_total_raw_x,inferiortemporal,0.28642015745751437,8.748974197821337e-08,337
Age_x,postcentral_rh,-0.26840432632467326,9.253956243780083e-08,384
Age_x,superiorfrontal,-0.2682249462815679,9.44504232762899e-08,384
Animals_raw_x,supramarginal,0.28605908810277825,9.93458103383712e-08,335
FAS_total_raw_x,Left-Thalamus-Proper,0.28514741409849464,1.0032161888313081e-07,337
Animals_T_x,Left-Thalamus-Proper,0.28877883261951975,1.0157073090877146e-07,328
Animals_T_x,Left-Putamen,0.28874964195385877,1.0188533474249852e-07,328
Animals_raw_x,precuneus,0.28558602478939343,1.0450015208248016e-07,335
FAS_total_raw_x,medialorbitofrontal,0.28473182118536977,1.048911712477567e-07,337
Age_x,precuneus_rh,-0.2659338794443562,1.224633014386562e-07,384
Age_x,postcentral,-0.2657013489541016,1.2571751976051742e-07,384
FAS_total_raw_x,Right-Putamen,0.28204866531288686,1.3959688300037145e-07,337
Animals_T_x,caudalmiddlefrontal_rh,0.28575751796122356,1.3963006046794604e-07,328
Animals_raw_x,insula_rh,0.2826962202778637,1.4204661675922346e-07,335
FAS_total_raw_x,superiorfrontal_rh,0.2817290130688109,1.4440344674116908e-07,337
Animals_raw_x,precuneus_rh,0.2821229488739647,1.5090318374257561e-07,335
FAS_total_T_x,Right-Putamen,0.28349735469433157,1.5518992609872574e-07,331
Animals_T_x,Left-Accumbens-area,0.28446918689913714,1.597427950918732e-07,328
Age_x,Left-Cerebellum-White-Matter,-0.2635135613650029,1.6070449856109176e-07,384
Animals_T_x,bankssts_rh,0.2844030790279544,1.6084671678130863e-07,328
Age_x,Brain-Stem,-0.263410906985842,1.6255782235308175e-07,384
FAS_total_raw_x,middletemporal_rh,0.279969574669479,1.7384791639298212e-07,337
Animals_raw_x,medialorbitofrontal_rh,0.2807660744123534,1.7403458579065723e-07,335
BNT_totalwstim_raw_x,Right-Accumbens-area,0.2797903982850622,1.771517434779984e-07,337
Age_x,parsopercularis,-0.26182438782446127,1.9395623188619928e-07,384
BNT_totalwstim_raw_x,parstriangularis_rh,0.2787190665610219,1.982031098548324e-07,337
BNT_totalwstim_raw_x,superiorfrontal_rh,0.2786299663779182,2.0005842370355764e-07,337
FAS_total_T_x,Right-Thalamus-Proper,0.28083630657671016,2.0476598719818678e-07,331
Animals_raw_x,parsopercularis_rh,0.2790412733774402,2.08396759405258e-07,335
FAS_total_T_x,caudalmiddlefrontal,0.2800170305858475,2.2288026106262945e-07,331
BNT_totalwstim_raw_x,rostralanteriorcingulate,0.2775273848304054,2.244457011646743e-07,337
FAS_total_T_x,Left-VentralDC,0.2794205673943425,2.370274886716352e-07,331
FAS_total_raw_x,fusiform,0.2768412112466736,2.410402419083906e-07,337
FAS_total_T_x,middletemporal,0.27912694334484534,2.443052032158604e-07,331
BNT_totalwstim_T_x,lateralorbitofrontal,0.2790454166879343,2.4636372297404664e-07,331
Animals_T_x,Right-Putamen,0.27957235236523736,2.647799827834145e-07,328
Age_x,lateraloccipital,-0.25879716206970094,2.708053767082991e-07,384
Animals_T_x,fusiform_rh,0.2788198616643549,2.8591488687515506e-07,328
Animals_T_x,Left-Inf-Lat-Vent,-0.2785683470897432,2.9333387913147945e-07,328
BNT_totalwstim_raw_x,precuneus_rh,0.2748621648904288,2.95777053525606e-07,337
BNT_totalwstim_T_x,inferiortemporal,0.2768491550417459,3.0853417609114215e-07,331
FAS_total_raw_x,bankssts,0.27373509238262395,3.320982284627624e-07,337
Animals_T_x,Right-Inf-Lat-Vent,-0.276962919322517,3.452361233929348e-07,328
BNT_totalwstim_T_x,insula,0.2756035089278073,3.5023004178766226e-07,331
FAS_total_raw_x,lateralorbitofrontal_rh,0.27183079970272794,4.034065942616242e-07,337
BNT_totalwstim_T_x,supramarginal,0.2739104747533021,4.1566095460601377e-07,331
BNT_totalwstim_T_x,Left-Amygdala,0.27343764165014084,4.359375042250095e-07,331
FAS_total_raw_x,Right-Accumbens-area,0.27087833196461614,4.443794892876721e-07,337
Age_x,posteriorcingulate_rh,-0.2541678050900436,4.4752784373563625e-07,384
FAS_total_T_x,Left-Caudate,0.2723502382644807,4.86235541683461e-07,331
Animals_raw_x,rostralmiddlefrontal_rh,0.270698756491523,4.896914351775013e-07,335
Animals_raw_x,postcentral_rh,0.2703510199373764,5.071318205195965e-07,335
Animals_raw_x,medialorbitofrontal,0.2703389662869649,5.077469267857827e-07,335
FAS_total_raw_x,caudalmiddlefrontal_rh,0.26952928960297573,5.093099400236249e-07,337
FAS_total_raw_x,parsopercularis,0.2690740084062033,5.33209854393014e-07,337
FAS_total_raw_x,rostralanteriorcingulate,0.26879809606024074,5.482138367408973e-07,337
Animals_T_x,inferiorparietal,0.27207475865595104,5.633613741156828e-07,328
FAS_total_raw_x,rostralmiddlefrontal_rh,0.26797180785846875,5.956098907809738e-07,337
FAS_total_raw_x,Right-VentralDC,0.26790633591869495,5.99529013227067e-07,337
BNT_totalwstim_raw_x,Left-Accumbens-area,0.2678570294965778,6.024967973857273e-07,337
FAS_total_T_x,Left-Putamen,0.2701314587068392,6.06695078472821e-07,331
FAS_total_T_x,postcentral,0.26946293700454294,6.482835984552571e-07,331
BNT_totalwstim_raw_x,temporalpole_rh,0.2667025901603492,6.761511395005103e-07,337
FAS_total_T_x,precentral_rh,0.2686794765090856,7.005056559930313e-07,331
BNT_totalwstim_T_x,parahippocampal,0.2680392366105485,7.461542004582736e-07,331
Animals_T_x,superiorfrontal_rh,0.2688468178947845,7.743959132601044e-07,328
BNT_totalwstim_raw_x,caudalmiddlefrontal,0.2650481918975355,7.96924340425265e-07,337
Age_x,Right-Cerebellum-White-Matter,-0.2484283751239585,8.231073616342796e-07,384
BNT_totalwstim_raw_x,superiorfrontal,0.2643889650144943,8.505963620363978e-07,337
BNT_totalwstim_raw_x,supramarginal,0.2643362742568658,8.550326881636201e-07,337
Age_x,isthmuscingulate_rh,-0.24788092225052377,8.716922086028588e-07,384
BNT_totalwstim_T_x,insula_rh,0.266315586132048,8.836664220199234e-07,331
FAS_total_T_x,superiortemporal_rh,0.2658680806097409,9.231593570610178e-07,331
BNT_totalwstim_T_x,caudalmiddlefrontal,0.26572296385179284,9.363253679138931e-07,331
Animals_T_x,isthmuscingulate,0.2664145051278316,9.81521443686437e-07,328
Age_x,parstriangularis,-0.2465309889115463,1.0035304556614167e-06,384
Animals_raw_x,Left-VentralDC,0.2633345110492712,1.0168688733931495e-06,335
BNT_totalwstim_T_x,superiortemporal_rh,0.26469276013014464,1.0351019597099422e-06,331
BNT_totalwstim_raw_x,rostralmiddlefrontal,0.2618250601845046,1.0941898448524066e-06,337
BNT_totalwstim_raw_x,Right-VentralDC,0.261743699855802,1.1029213043746364e-06,337
Animals_raw_x,parstriangularis,0.2624637956233349,1.1070354312261602e-06,335
Animals_raw_x,lateralorbitofrontal_rh,0.26218047934900746,1.1379907140748268e-06,335
FAS_total_T_x,lateralorbitofrontal,0.26369125257020215,1.140647398158198e-06,331
BNT_totalwstim_raw_x,medialorbitofrontal,0.26131842663613836,1.149658076522459e-06,337
FAS_total_raw_x,medialorbitofrontal_rh,0.2610355870253843,1.1817857338191932e-06,337
Animals_T_x,superiorfrontal,0.2640045175460604,1.238498117515973e-06,328
FAS_total_raw_x,bankssts_rh,0.26016672660932827,1.2859462514287073e-06,337
Age_x,rostralmiddlefrontal,-0.24409336346513413,1.291484001599019e-06,384
BNT_totalwstim_T_x,parahippocampal_rh,0.2623946621938299,1.2926729218735362e-06,331
Animals_T_x,superiortemporal_rh,0.26315943092596394,1.3430013060150196e-06,328
Age_x,posteriorcingulate,-0.24356839904165,1.3631173495631374e-06,384
FAS_total_raw_x,inferiorparietal,0.25944979564894877,1.3784582598032288e-06,337
Animals_T_x,parsopercularis_rh,0.26262947728880437,1.4127868165010027e-06,328
Age_x,parsopercularis_rh,-0.24300442683119744,1.4443096575506661e-06,384
Animals_T_x,entorhinal_rh,0.26239267843666003,1.4450789433377733e-06,328
FAS_total_T_x,rostralmiddlefrontal,0.2612169019167512,1.447427040430983e-06,331
FAS_total_raw_x,Left-Putamen,0.2587625270699673,1.473100890999107e-06,337
FAS_total_raw_x,transversetemporal_rh,0.25855539246272585,1.5028240824776825e-06,337
FAS_total_raw_x,postcentral_rh,0.258530916793147,1.5063739530520967e-06,337
BNT_totalwstim_raw_x,bankssts,0.2580405990851936,1.5792019454941537e-06,337
FAS_total_raw_x,posteriorcingulate,0.2579455954784091,1.5936974276414171e-06,337
Age_x,parstriangularis_rh,-0.24182934333778627,1.628613418342784e-06,384
BNT_totalwstim_T_x,lateralorbitofrontal_rh,0.25965920960179406,1.6795107614886933e-06,331
Animals_T_x,medialorbitofrontal_rh,0.2606168458761744,1.7107811101337858e-06,328
FAS_total_T_x,bankssts,0.2589228362796183,1.8012374138247427e-06,331
FAS_total_T_x,superiorfrontal,0.2586109524165898,1.8552984488353322e-06,331
BNT_totalwstim_T_x,Right-Thalamus-Proper,0.2580573431490131,1.955103394708697e-06,331
BNT_totalwstim_raw_x,transversetemporal_rh,0.25541895530491576,2.0294078366249515e-06,337
Animals_T_x,precuneus,0.2580901605143858,2.1705672602239816e-06,328
FAS_total_raw_x,parstriangularis,0.2544940296796221,2.2157375793158157e-06,337
Animals_T_x,precentral,0.25776766243738936,2.2371280033822903e-06,328
FAS_total_T_x,transversetemporal,0.2565035324119112,2.263398166003433e-06,331
BNT_totalwstim_T_x,Right-Amygdala,0.25571639462417717,2.436796983866555e-06,331
Age_x,precuneus,-0.23769953689858106,2.471859956158736e-06,384
BNT_totalwstim_T_x,Left-VentralDC,0.25552587104589863,2.4806369544750153e-06,331
BNT_totalwstim_T_x,temporalpole,0.2552306179951018,2.5500676467215735e-06,331
Edu_x,lateraloccipital_rh,0.23918974307961544,2.5583354548538933e-06,378
FAS_total_raw_x,precuneus_rh,0.25276319624954335,2.6092323315250503e-06,337
Animals_T_x,rostralmiddlefrontal_rh,0.25605504788071143,2.624573291648557e-06,328
Age_x,lingual,-0.2369986720317015,2.651261116830463e-06,384
Edu_x,lateraloccipital,0.23841964333867063,2.761190688745962e-06,378
Animals_raw_x,parstriangularis_rh,0.252682653346242,2.8161908677155106e-06,335
BNT_totalwstim_raw_x,Brain-Stem,0.2519159225821142,2.825391664668604e-06,337
FAS_total_T_x,superiorfrontal_rh,0.2540060515045086,2.858361269603271e-06,331
FAS_total_T_x,medialorbitofrontal,0.2536132336610808,2.9645803415824424e-06,331
Animals_T_x,precentral_rh,0.25425218026691665,3.1013540660523823e-06,328
BNT_totalwstim_raw_x,superiorparietal_rh,0.2502032891026009,3.31568852385574e-06,337
BNT_totalwstim_raw_x,parsorbitalis_rh,0.24988976662688267,3.4138279080907717e-06,337
BNT_totalwstim_T_x,inferiortemporal_rh,0.25193128312935037,3.4635294042207756e-06,331
Animals_raw_x,transversetemporal,0.25019395529542743,3.5499920235107468e-06,335
Animals_T_x,supramarginal,0.25251964902138807,3.6366742738337096e-06,328
BNT_totalwstim_T_x,entorhinal_rh,0.25097098678028,3.7833473587313993e-06,331
Animals_raw_x,lateraloccipital_rh,0.24927492362660564,3.864548999102795e-06,335
Age_x,parsorbitalis,-0.23313564002665277,3.885908282445751e-06,384
Animals_raw_x,rostralanteriorcingulate,0.24882937334645575,4.026454671013648e-06,335
Animals_T_x,parahippocampal_rh,0.2513583908586315,4.043669318768023e-06,328
FAS_total_T_x,Right-VentralDC,0.25022081723634476,4.052592176832529e-06,331
BNT_totalwstim_T_x,precuneus_rh,0.25001839256161884,4.128319005507318e-06,331
Animals_T_x,entorhinal,0.2507176236629448,4.2864840605370195e-06,328
FAS_total_raw_x,Brain-Stem,0.24730527506470532,4.3354190704022195e-06,337
BNT_totalwstim_T_x,CC_Anterior,0.24930682354884678,4.4053714438992196e-06,331
Animals_T_x,posteriorcingulate,0.2503303792495592,4.43990390998072e-06,328
BNT_totalwstim_T_x,temporalpole_rh,0.24914490248948767,4.470847715056765e-06,331
FAS_total_T_x,Right-Accumbens-area,0.249067389632894,4.502519193354188e-06,331
Animals_T_x,precuneus_rh,0.24980147892206156,4.6579247575269255e-06,328
FAS_total_raw_x,parsorbitalis,0.24645600162772924,4.686937639776402e-06,337
Animals_raw_x,CC_Mid_Anterior,0.24617560390904944,5.133237548798719e-06,335
BNT_totalwstim_raw_x,lingual_rh,0.24541436826224414,5.155245839149763e-06,337
FAS_total_raw_x,supramarginal,0.24535159458649586,5.18484857593844e-06,337
Age_x,Left-Cerebellum-Cortex,-0.23014360717530935,5.20179455831219e-06,384
Animals_raw_x,supramarginal_rh,0.24596670673822407,5.231704225835329e-06,335
BNT_totalwstim_T_x,rostralanteriorcingulate,0.24718354397864983,5.341399029852635e-06,331
FAS_total_T_x,posteriorcingulate,0.2467289939186414,5.565061508502515e-06,331
Age_x,medialorbitofrontal_rh,-0.22941576820626905,5.5809644231674565e-06,384
FAS_total_raw_x,insula_rh,0.24428186770381136,5.714912809884752e-06,337
Age_x,isthmuscingulate,-0.22910312330540367,5.7518039680789025e-06,384
BNT_totalwstim_raw_x,bankssts_rh,0.2442099757866571,5.752328939855221e-06,337
Edu_x,superiorfrontal_rh,0.23080835105415737,5.78967202904722e-06,378
FAS_total_raw_x,supramarginal_rh,0.24375988245646116,5.991938739430972e-06,337
FAS_total_T_x,middletemporal_rh,0.24583718318493575,6.0300712598529e-06,331
FAS_total_raw_x,Right-Hippocampus,0.24368598357700708,6.032176927765839e-06,337
BNT_totalwstim_raw_x,inferiorparietal,0.243448253265384,6.163375282374246e-06,337
FAS_total_T_x,caudalmiddlefrontal_rh,0.24493880605681798,6.535789230908209e-06,331
Animals_raw_x,posteriorcingulate_rh,0.24343118790551538,6.579860073739356e-06,335
FAS_total_raw_x,insula,0.24272276397659437,6.580771692800175e-06,337
BNT_totalwstim_T_x,superiorfrontal_rh,0.2444677855867311,6.8168278170228836e-06,331
FAS_total_raw_x,caudalanteriorcingulate,0.24146985545589697,7.365721777443313e-06,337
Animals_T_x,medialorbitofrontal,0.24467598093559442,7.371431693501895e-06,328
FAS_total_raw_x,parsopercularis_rh,0.2414240776402464,7.3960254210788645e-06,337
FAS_total_raw_x,Left-Hippocampus,0.2414035545056629,7.409649664148153e-06,337
FAS_total_T_x,Left-Thalamus-Proper,0.2426453772511188,8.016403617641197e-06,331
BNT_totalwstim_T_x,fusiform_rh,0.2423964950807108,8.195038127790515e-06,331
BNT_totalwstim_raw_x,parstriangularis,0.24027322302356477,8.198033410598032e-06,337
Age_x,lateralorbitofrontal_rh,-0.22529843857183796,8.273510806901772e-06,384
BNT_totalwstim_T_x,rostralmiddlefrontal,0.2421778754199439,8.355070649839224e-06,331
FAS_total_raw_x,Left-Caudate,0.23994666861199593,8.440264771943638e-06,337
Animals_raw_x,isthmuscingulate_rh,0.24053482175172072,8.524026019047578e-06,335
BNT_totalwstim_T_x,Left-Thalamus-Proper,0.24191458193761015,8.551752710888763e-06,331
FAS_total_T_x,inferiortemporal_rh,0.2417897997006162,8.64649691684714e-06,331
FAS_total_T_x,lateralorbitofrontal_rh,0.24131801325801028,9.013816596337358e-06,331
Animals_raw_x,insula,0.23945030602224915,9.383881474014743e-06,335
